	id	price	area	district	city	type	segment	condominium	iptu	rooms	box	url	date
128	171546	584000	47.78	Auxiliadora	Porto Alegre	Apartamento	Residencial	550	1199	1	1	http://www.foxterciaimobiliaria.com.br/imovel/171546/residencial-porto-alegre-auxiliadora-apartamento-trend-24-residence-1-dormitorios-zona-norte	2019-07-29
129	132793	439000	82.93	Bela Vista	Porto Alegre	Apartamento	Residencial	500	700	2	1	http://www.foxterciaimobiliaria.com.br/imovel/132793/residencial-porto-alegre-bela-vista-apartamento-princeton-2-dormitorios-zona-norte	2019-07-29
130	171116	NA	129	Bela Vista	Porto Alegre	Apartamento	Residencial	NA	NA	3	2	http://www.foxterciaimobiliaria.com.br/imovel/171116/residencial-porto-alegre-bela-vista-apartamento-maison-d-aline-3-dormitorios-zona-norte	2019-07-29
131	171164	NA	201	Auxiliadora	Porto Alegre	Apartamento	Residencial	NA	NA	3	4	http://www.foxterciaimobiliaria.com.br/imovel/171164/residencial-porto-alegre-auxiliadora-apartamento-personalite-bela-vista-3-dormitorios-zona-norte	2019-07-29
132	165592	NA	72.4	Mont Serrat	Porto Alegre	Apartamento	Residencial	NA	NA	2	1	http://www.foxterciaimobiliaria.com.br/imovel/165592/residencial-porto-alegre-mont-serrat-apartamento-2-dormitorios-zona-norte	2019-07-29
133	171274	1330000	136	Auxiliadora	Porto Alegre	Apartamento	Residencial	800	2500	3	3	http://www.foxterciaimobiliaria.com.br/imovel/171274/residencial-porto-alegre-auxiliadora-apartamento-mont-royal-3-dormitorios-zona-norte	2019-07-29
134	170493	NA	143	Bela Vista	Porto Alegre	Apartamento	Residencial	NA	NA	3	2	http://www.foxterciaimobiliaria.com.br/imovel/170493/residencial-porto-alegre-bela-vista-apartamento-baia-do-caioba-3-dormitorios-zona-norte	2019-07-29
135	170402	NA	135.34	Auxiliadora	Porto Alegre	Apartamento	Residencial	NA	NA	3	2	http://www.foxterciaimobiliaria.com.br/imovel/170402/residencial-porto-alegre-auxiliadora-apartamento-edificio-noblesse-residence-3-dormitorios-zona-norte	2019-07-29
136	171641	NA	132.56	Mont Serrat	Porto Alegre	Apartamento	Residencial	NA	NA	3	2	http://www.foxterciaimobiliaria.com.br/imovel/171641/residencial-porto-alegre-mont-serrat-apartamento-condominio-edificio-monte-castelo-3-dormitorios-zona-norte	2019-07-29
137	170783	803602	62	Bela Vista	Porto Alegre	Apartamento	Residencial	504	1360	1	2	http://www.foxterciaimobiliaria.com.br/imovel/170783/residencial-porto-alegre-bela-vista-apartamento-hom-nilo-pecanha-home-1-dormitorios-zona-norte	2019-07-29
138	115823	2100000	179.95	Auxiliadora	Porto Alegre	Apartamento	Residencial	1200	3200	3	4	http://www.foxterciaimobiliaria.com.br/imovel/115823/residencial-porto-alegre-auxiliadora-apartamento-arte-bela-vista-3-dormitorios-zona-norte	2019-07-29
139	170141	NA	139.96	Mont Serrat	Porto Alegre	Apartamento	Residencial	NA	NA	3	3	http://www.foxterciaimobiliaria.com.br/imovel/170141/residencial-porto-alegre-mont-serrat-apartamento-solar-de-creta-3-dormitorios-zona-norte	2019-07-29
140	156741	1367400	131.36	Auxiliadora	Porto Alegre	Apartamento	Residencial	1740	2500	3	3	http://www.foxterciaimobiliaria.com.br/imovel/156741/residencial-porto-alegre-auxiliadora-apartamento-edificio-pablo-picasso-3-dormitorios-zona-norte	2019-07-29
141	170210	NA	77.82	Mont Serrat	Porto Alegre	Apartamento	Residencial	NA	NA	2	1	http://www.foxterciaimobiliaria.com.br/imovel/170210/residencial-porto-alegre-mont-serrat-apartamento-residencial-pedro-ivo-2-dormitorios-zona-norte	2019-07-29
